id_img,label
10019,happy
10023,happy
10074,sadness
10096,happy
10106,happy
10126,happy
10138,sadness
10141,happy
1020,happy
10218,happy
10237,sadness
10248,happy
10257,happy
1027,sadness
10273,sadness
10276,sadness
10312,sadness
10317,sadness
10344,sadness
10362,happy
10367,happy
10370,sadness
10432,happy
10456,happy
10467,happy
10468,happy
10480,happy
10528,sadness
10540,happy
10552,happy
1056,happy
10571,sadness
1058,happy
10622,happy
10638,sadness
10640,sadness
10644,happy
10647,happy
10683,sadness
10703,sadness
1074,happy
10770,sadness
10773,sadness
10792,sadness
1081,happy
10811,sadness
10841,happy
10879,sadness
10903,happy
10935,happy
10956,sadness
10992,happy
11019,happy
1111,sadness
11150,sadness
11208,sadness
1121,sadness
11236,sadness
1130,happy
11345,sadness
11349,happy
11392,sadness
1141,happy
11500,happy
11508,happy
11516,sadness
1152,sadness
11530,sadness
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,sadness
1159,happy
11594,happy
11604,sadness
11614,happy
11637,sadness
11646,happy
11658,happy
11717,happy
11733,happy
11763,sadness
11766,happy
11772,sadness
11785,sadness
11793,sadness
11808,happy
11814,sadness
11819,happy
11835,happy
11842,happy
11850,happy
11885,sadness
11927,happy
12011,happy
1202,sadness
12024,sadness
12098,sadness
12120,sadness
12129,happy
12141,sadness
12191,happy
12239,sadness
12257,happy
12284,happy
12321,happy
12329,happy
12349,sadness
12359,happy
12376,happy
12379,sadness
12381,sadness
12410,sadness
1246,happy
12487,sadness
12492,sadness
12497,happy
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,sadness
12705,sadness
12725,sadness
12729,happy
12772,happy
12776,sadness
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,sadness
13073,happy
1309,happy
13105,happy
13108,sadness
13127,happy
13139,sadness
13151,happy
1316,happy
13204,sadness
13228,sadness
13283,happy
13317,happy
13322,happy
1334,sadness
13348,happy
13353,sadness
13363,sadness
13366,happy
13385,happy
1341,sadness
13427,sadness
13428,happy
13449,sadness
13456,sadness
13476,sadness
13502,sadness
13526,happy
13528,happy
13570,happy
13584,sadness
13590,happy
13615,happy
13618,sadness
13655,happy
13703,happy
13706,happy
13715,sadness
13757,happy
13761,happy
13792,sadness
13802,happy
1381,sadness
13833,happy
13848,happy
13874,happy
13877,sadness
139,sadness
13911,sadness
13912,sadness
13925,sadness
1395,happy
13955,sadness
13968,happy
13969,happy
13991,sadness
14063,sadness
14092,happy
