id_img,label
10019,happy
10023,happy
10074,happy
10096,happy
10106,happy
10126,happy
10138,happy
10141,happy
1020,happy
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,happy
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,sadness
10467,happy
10468,sadness
10480,happy
10528,happy
10540,happy
10552,happy
1056,sadness
10571,sadness
1058,happy
10622,happy
10638,happy
10640,happy
10644,sadness
10647,sadness
10683,happy
10703,happy
1074,happy
10770,happy
10773,happy
10792,happy
1081,happy
10811,happy
10841,happy
10879,happy
10903,happy
10935,happy
10956,happy
10992,happy
11019,happy
1111,happy
11150,happy
11208,happy
1121,happy
11236,happy
1130,happy
11345,happy
11349,happy
11392,happy
1141,happy
11500,happy
11508,sadness
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,happy
1159,happy
11594,happy
11604,happy
11614,happy
11637,happy
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,happy
11785,happy
11793,happy
11808,happy
11814,happy
11819,happy
11835,happy
11842,happy
11850,happy
11885,sadness
11927,happy
12011,happy
1202,happy
12024,happy
12098,happy
12120,happy
12129,happy
12141,happy
12191,happy
12239,happy
12257,happy
12284,sadness
12321,happy
12329,happy
12349,happy
12359,happy
12376,happy
12379,happy
12381,happy
12410,happy
1246,happy
12487,happy
12492,sadness
12497,happy
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,happy
12725,happy
12729,happy
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,happy
13073,happy
1309,happy
13105,happy
13108,happy
13127,sadness
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,happy
13322,happy
1334,happy
13348,happy
13353,happy
13363,happy
13366,happy
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,happy
13618,happy
13655,happy
13703,happy
13706,happy
13715,happy
13757,happy
13761,happy
13792,happy
13802,happy
1381,happy
13833,sadness
13848,happy
13874,happy
13877,happy
139,sadness
13911,happy
13912,happy
13925,happy
1395,sadness
13955,happy
13968,happy
13969,happy
13991,happy
14063,happy
14092,happy
141,happy
14139,happy
14152,happy
14155,happy
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
14310,happy
14314,happy
14327,happy
