id_img,label
10019,happy
10023,happy
10074,happy
10096,happy
10106,happy
10126,sadness
10138,sadness
10141,happy
1020,sadness
10218,sadness
10237,happy
10248,happy
10257,happy
1027,sadness
10273,sadness
10276,sadness
10312,sadness
10317,sadness
10344,sadness
10362,happy
10367,sadness
10370,happy
10432,happy
10456,sadness
10467,happy
10468,happy
10480,sadness
10528,sadness
10540,sadness
10552,happy
1056,sadness
10571,sadness
1058,sadness
10622,happy
10638,happy
10640,happy
10644,sadness
10647,happy
10683,happy
10703,happy
1074,sadness
10770,sadness
10773,happy
10792,happy
1081,sadness
10811,happy
10841,happy
10879,happy
10903,sadness
10935,sadness
10956,sadness
10992,happy
11019,sadness
1111,happy
11150,happy
11208,happy
1121,happy
11236,happy
1130,sadness
11345,sadness
11349,happy
11392,sadness
1141,sadness
11500,sadness
11508,happy
11516,sadness
1152,happy
11530,happy
11549,sadness
11552,sadness
11558,happy
11573,happy
11575,sadness
11588,happy
1159,happy
11594,happy
11604,happy
11614,sadness
11637,sadness
11646,happy
11658,happy
11717,happy
11733,happy
11763,sadness
11766,sadness
11772,happy
11785,sadness
11793,sadness
11808,happy
11814,happy
11819,happy
11835,sadness
11842,sadness
11850,happy
11885,happy
11927,happy
12011,happy
1202,happy
12024,sadness
12098,happy
12120,sadness
12129,sadness
12141,sadness
12191,happy
12239,happy
12257,sadness
12284,happy
12321,happy
12329,sadness
12349,happy
12359,sadness
12376,sadness
12379,happy
12381,sadness
12410,sadness
1246,happy
12487,happy
12492,sadness
12497,happy
12557,sadness
12560,happy
12581,happy
12600,sadness
12611,happy
12672,happy
12705,happy
12725,sadness
12729,sadness
12772,happy
12776,happy
12789,happy
12861,sadness
12904,happy
12936,sadness
12951,sadness
12956,sadness
12957,sadness
13037,happy
13073,happy
1309,happy
13105,happy
13108,sadness
13127,sadness
13139,sadness
13151,happy
1316,sadness
13204,happy
13228,happy
13283,happy
13317,sadness
13322,sadness
1334,happy
13348,sadness
13353,happy
13363,happy
13366,sadness
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,sadness
13476,happy
13502,happy
13526,happy
13528,sadness
13570,sadness
13584,sadness
13590,happy
13615,happy
13618,happy
13655,sadness
13703,happy
13706,happy
13715,happy
13757,sadness
13761,happy
13792,sadness
13802,happy
1381,sadness
13833,sadness
13848,happy
13874,happy
13877,happy
139,happy
13911,sadness
13912,happy
13925,sadness
1395,happy
13955,sadness
13968,sadness
13969,sadness
13991,happy
14063,happy
14092,happy
