id_img,label
10019,happy
10023,happy
10074,happy
10096,sadness
10106,sadness
10126,happy
10138,sadness
10141,happy
1020,happy
10218,sadness
10237,sadness
10248,sadness
10257,happy
1027,happy
10273,sadness
10276,happy
10312,happy
10317,sadness
10344,sadness
10362,sadness
10367,happy
10370,sadness
10432,happy
10456,happy
10467,sadness
10468,sadness
10480,happy
10528,happy
10540,sadness
10552,happy
1056,sadness
10571,happy
1058,happy
10622,sadness
10638,sadness
10640,happy
10644,sadness
10647,happy
10683,happy
10703,happy
1074,sadness
10770,happy
10773,sadness
10792,happy
1081,happy
10811,happy
10841,sadness
10879,happy
10903,sadness
10935,sadness
10956,sadness
10992,sadness
11019,happy
1111,sadness
11150,happy
11208,happy
1121,sadness
11236,sadness
1130,happy
11345,happy
11349,happy
11392,sadness
1141,sadness
11500,sadness
11508,happy
11516,happy
1152,sadness
11530,happy
11549,sadness
11552,happy
11558,happy
11573,happy
11575,sadness
11588,sadness
1159,sadness
11594,sadness
11604,happy
11614,happy
11637,sadness
11646,happy
11658,sadness
11717,sadness
11733,happy
11763,sadness
11766,happy
11772,happy
11785,happy
11793,sadness
11808,happy
11814,sadness
11819,happy
11835,happy
11842,sadness
11850,sadness
11885,sadness
11927,sadness
12011,happy
1202,happy
12024,sadness
12098,sadness
12120,happy
12129,happy
12141,sadness
12191,sadness
12239,happy
12257,sadness
12284,happy
12321,happy
12329,sadness
12349,happy
12359,happy
12376,sadness
12379,happy
12381,happy
12410,happy
1246,sadness
12487,sadness
12492,sadness
12497,sadness
12557,sadness
12560,sadness
12581,happy
12600,happy
12611,sadness
12672,sadness
12705,sadness
12725,happy
12729,sadness
12772,happy
12776,happy
12789,happy
12861,sadness
12904,happy
12936,happy
12951,sadness
12956,happy
12957,happy
13037,happy
13073,happy
1309,sadness
13105,sadness
13108,happy
13127,happy
13139,happy
13151,happy
1316,sadness
13204,sadness
13228,happy
13283,sadness
13317,sadness
13322,happy
1334,happy
13348,sadness
13353,sadness
13363,happy
13366,sadness
13385,sadness
1341,sadness
13427,happy
13428,sadness
13449,happy
13456,sadness
13476,sadness
13502,sadness
13526,happy
13528,sadness
13570,sadness
13584,happy
13590,happy
13615,sadness
13618,sadness
13655,happy
13703,happy
13706,happy
13715,sadness
13757,happy
13761,happy
13792,happy
13802,happy
1381,happy
13833,sadness
13848,sadness
13874,happy
13877,sadness
139,sadness
13911,sadness
13912,happy
13925,sadness
1395,sadness
13955,happy
13968,happy
13969,happy
13991,sadness
