id_img,label
10019,happy
10023,happy
10074,happy
10096,happy
10106,happy
10126,sadness
10138,happy
10141,sadness
1020,happy
10218,sadness
10237,happy
10248,happy
10257,happy
1027,happy
10273,happy
10276,sadness
10312,happy
10317,happy
10344,happy
10362,happy
10367,sadness
10370,happy
10432,sadness
10456,sadness
10467,happy
10468,sadness
10480,happy
10528,sadness
10540,happy
10552,happy
1056,happy
10571,sadness
1058,sadness
10622,happy
10638,happy
10640,happy
10644,happy
10647,happy
10683,sadness
10703,happy
1074,happy
10770,sadness
10773,happy
10792,happy
1081,happy
10811,happy
10841,happy
10879,sadness
10903,sadness
10935,sadness
10956,happy
10992,happy
11019,happy
1111,happy
11150,sadness
11208,happy
1121,happy
11236,happy
1130,happy
11345,happy
11349,happy
11392,sadness
1141,happy
11500,sadness
11508,happy
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,sadness
11575,happy
11588,happy
1159,sadness
11594,happy
11604,sadness
11614,happy
11637,sadness
11646,happy
11658,happy
11717,sadness
11733,happy
11763,happy
11766,happy
11772,happy
11785,sadness
11793,happy
11808,sadness
11814,happy
11819,happy
11835,sadness
11842,happy
11850,sadness
11885,sadness
11927,sadness
12011,sadness
1202,sadness
12024,happy
12098,happy
12120,sadness
12129,happy
12141,sadness
12191,happy
12239,happy
12257,sadness
12284,happy
12321,happy
12329,sadness
12349,sadness
12359,happy
12376,happy
12379,sadness
12381,sadness
12410,sadness
1246,sadness
12487,happy
12492,happy
12497,happy
12557,happy
12560,happy
12581,sadness
12600,happy
12611,happy
12672,sadness
12705,happy
12725,sadness
12729,sadness
12772,happy
12776,sadness
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,sadness
13073,sadness
1309,happy
13105,happy
13108,happy
13127,happy
13139,sadness
13151,sadness
1316,happy
13204,sadness
13228,sadness
13283,happy
13317,sadness
13322,sadness
1334,happy
13348,happy
13353,sadness
13363,happy
13366,sadness
13385,sadness
1341,happy
13427,sadness
13428,sadness
13449,sadness
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,sadness
13590,happy
13615,sadness
13618,sadness
13655,happy
13703,sadness
13706,sadness
13715,happy
13757,happy
13761,happy
13792,happy
13802,happy
1381,sadness
13833,happy
13848,happy
13874,happy
13877,happy
139,happy
13911,happy
13912,happy
13925,happy
1395,sadness
13955,happy
13968,happy
13969,happy
13991,happy
14063,happy
14092,happy
141,happy
14139,happy
14152,happy
