id_img,label
10019,sadness
10023,sadness
10074,sadness
10096,happy
10106,happy
10126,sadness
10138,sadness
10141,happy
1020,sadness
10218,happy
10237,happy
10248,happy
10257,sadness
1027,sadness
10273,sadness
10276,happy
10312,sadness
10317,sadness
10344,sadness
10362,happy
10367,happy
10370,sadness
10432,happy
10456,happy
10467,happy
10468,happy
10480,happy
10528,sadness
10540,happy
10552,sadness
1056,happy
10571,sadness
1058,happy
10622,sadness
10638,sadness
10640,sadness
10644,sadness
10647,sadness
10683,happy
10703,sadness
1074,sadness
10770,happy
10773,happy
10792,happy
1081,happy
10811,sadness
10841,happy
10879,happy
10903,happy
10935,happy
10956,sadness
10992,sadness
11019,sadness
1111,happy
11150,sadness
11208,happy
1121,sadness
11236,happy
1130,happy
11345,happy
11349,happy
11392,happy
1141,sadness
11500,happy
11508,happy
11516,sadness
1152,happy
11530,happy
11549,sadness
11552,happy
11558,happy
11573,sadness
11575,happy
11588,sadness
1159,sadness
11594,happy
11604,happy
11614,happy
11637,sadness
11646,sadness
11658,sadness
11717,happy
11733,sadness
11763,sadness
11766,sadness
11772,happy
11785,sadness
11793,sadness
11808,happy
11814,sadness
11819,happy
11835,happy
11842,happy
11850,happy
11885,sadness
11927,happy
12011,happy
1202,sadness
12024,sadness
12098,happy
12120,sadness
12129,sadness
12141,happy
12191,sadness
12239,sadness
12257,sadness
12284,sadness
12321,sadness
12329,happy
12349,sadness
12359,sadness
12376,sadness
12379,happy
12381,happy
12410,sadness
1246,happy
12487,sadness
12492,sadness
12497,sadness
12557,sadness
12560,sadness
12581,sadness
12600,sadness
12611,sadness
12672,sadness
12705,sadness
12725,happy
12729,happy
12772,happy
12776,sadness
12789,happy
12861,sadness
12904,happy
12936,sadness
12951,sadness
12956,happy
12957,happy
13037,sadness
13073,happy
1309,happy
13105,happy
13108,happy
13127,happy
13139,happy
13151,happy
1316,happy
13204,sadness
13228,sadness
13283,sadness
13317,sadness
13322,sadness
1334,happy
13348,sadness
13353,sadness
13363,happy
13366,sadness
13385,sadness
1341,sadness
13427,happy
13428,happy
13449,sadness
13456,happy
13476,sadness
13502,happy
13526,happy
13528,sadness
13570,happy
13584,sadness
13590,sadness
13615,happy
13618,happy
13655,sadness
13703,happy
13706,happy
13715,sadness
13757,happy
13761,happy
13792,sadness
13802,happy
1381,happy
13833,happy
13848,sadness
13874,happy
13877,sadness
139,happy
13911,sadness
13912,sadness
13925,sadness
1395,happy
13955,sadness
13968,sadness
13969,happy
13991,sadness
14063,sadness
14092,sadness
141,happy
14139,happy
14152,sadness
14155,happy
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
14310,sadness
14314,sadness
14327,sadness
14348,happy
14360,sadness
14371,happy
14378,sadness
14419,happy
14427,sadness
14448,happy
14473,sadness
14475,sadness
14516,sadness
14517,sadness
14518,sadness
14546,sadness
14586,sadness
14593,happy
14611,sadness
14700,sadness
14730,sadness
14757,sadness
14759,happy
14792,sadness
14877,happy
1491,sadness
14965,sadness
14973,sadness
15039,sadness
15060,sadness
15077,sadness
15099,sadness
1512,happy
15147,happy
15181,sadness
15212,sadness
15216,sadness
15221,sadness
15229,sadness
15257,happy
15269,happy
15271,happy
15292,happy
15310,happy
15323,sadness
15331,sadness
15335,happy
1538,happy
15397,sadness
15400,sadness
