id_img,label
10019,happy
10023,sadness
10074,sadness
10096,happy
10106,happy
10126,sadness
10138,sadness
10141,happy
1020,happy
10218,happy
10237,sadness
10248,sadness
10257,sadness
1027,happy
10273,sadness
10276,happy
10312,happy
10317,sadness
10344,happy
10362,sadness
10367,sadness
10370,sadness
10432,sadness
10456,happy
10467,happy
10468,happy
10480,happy
10528,happy
10540,sadness
10552,sadness
1056,happy
10571,happy
1058,happy
10622,sadness
10638,happy
10640,sadness
10644,happy
10647,happy
10683,happy
10703,sadness
1074,sadness
10770,happy
10773,happy
10792,happy
1081,happy
10811,sadness
10841,sadness
10879,sadness
10903,sadness
10935,happy
10956,happy
10992,happy
11019,sadness
1111,happy
11150,sadness
11208,happy
1121,sadness
11236,sadness
1130,happy
11345,sadness
11349,sadness
11392,sadness
1141,happy
11500,happy
11508,happy
11516,happy
1152,sadness
11530,happy
11549,happy
11552,happy
11558,happy
11573,sadness
11575,sadness
11588,happy
1159,happy
11594,sadness
11604,sadness
11614,sadness
11637,happy
11646,happy
11658,sadness
11717,happy
11733,happy
11763,sadness
11766,sadness
11772,happy
11785,happy
11793,happy
11808,sadness
11814,sadness
11819,happy
11835,sadness
11842,happy
11850,happy
11885,happy
11927,happy
12011,happy
1202,happy
12024,sadness
12098,happy
12120,sadness
12129,happy
12141,happy
12191,happy
12239,sadness
12257,happy
12284,sadness
12321,happy
12329,sadness
12349,sadness
12359,sadness
12376,happy
12379,sadness
12381,happy
12410,happy
1246,sadness
12487,happy
12492,happy
12497,happy
12557,sadness
12560,happy
12581,happy
12600,sadness
12611,happy
12672,happy
12705,sadness
12725,sadness
12729,sadness
12772,sadness
12776,happy
12789,happy
12861,sadness
12904,happy
12936,sadness
12951,sadness
12956,happy
12957,happy
13037,sadness
13073,sadness
1309,sadness
13105,sadness
13108,sadness
13127,sadness
13139,happy
13151,happy
1316,happy
13204,sadness
13228,sadness
13283,happy
13317,happy
13322,sadness
1334,sadness
13348,happy
13353,happy
13363,happy
13366,sadness
13385,sadness
1341,sadness
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,happy
13618,happy
13655,sadness
13703,sadness
13706,happy
13715,sadness
13757,happy
13761,sadness
13792,sadness
13802,happy
1381,happy
13833,happy
13848,happy
13874,happy
13877,happy
139,happy
13911,sadness
13912,happy
13925,sadness
1395,happy
13955,happy
13968,happy
13969,happy
13991,sadness
14063,happy
14092,sadness
141,sadness
14139,happy
14152,happy
14155,sadness
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
14310,happy
14314,sadness
14327,sadness
14348,sadness
14360,happy
14371,sadness
14378,happy
14419,happy
14427,happy
14448,sadness
14473,sadness
14475,sadness
14516,sadness
14517,happy
14518,happy
14546,happy
14586,sadness
14593,happy
14611,sadness
14700,happy
14730,happy
14757,happy
14759,happy
14792,sadness
14877,happy
1491,happy
14965,sadness
14973,happy
15039,happy
15060,sadness
15077,sadness
15099,sadness
1512,sadness
15147,happy
15181,happy
15212,happy
15216,happy
15221,happy
15229,sadness
15257,sadness
15269,sadness
15271,sadness
15292,happy
15310,sadness
15323,happy
15331,happy
15335,sadness
1538,happy
15397,happy
15400,sadness
15409,happy
15426,sadness
15432,sadness
15438,sadness
15443,happy
15455,sadness
15494,happy
15520,sadness
15523,happy
15589,happy
15616,happy
15621,happy
15677,happy
15708,sadness
15758,sadness
15767,happy
15791,sadness
15843,happy
15854,sadness
15885,happy
15910,sadness
15966,sadness
15976,happy
15983,happy
16037,happy
16042,sadness
16064,sadness
16076,sadness
16081,happy
16106,happy
16108,happy
16120,sadness
16141,sadness
16192,happy
16198,sadness
16238,happy
16275,happy
1628,sadness
16308,happy
16370,happy
16375,happy
1640,happy
16407,happy
16423,sadness
16444,sadness
16460,happy
16511,sadness
16550,sadness
16562,sadness
16583,sadness
16588,happy
16596,happy
16604,happy
16611,happy
16619,happy
16633,happy
16649,happy
16667,sadness
16699,sadness
167,happy
1670,sadness
16700,happy
16712,sadness
16734,happy
16738,happy
16751,sadness
16752,happy
16759,sadness
16770,sadness
16795,sadness
16799,happy
16809,sadness
16818,sadness
16952,happy
16967,happy
16971,sadness
1699,happy
17002,happy
17007,happy
17010,sadness
17021,sadness
17022,happy
17032,happy
1704,happy
17041,sadness
1707,happy
17098,sadness
17104,happy
17117,happy
17188,sadness
17194,happy
17207,happy
17220,happy
17319,sadness
17367,happy
17381,happy
17397,happy
17402,happy
17447,happy
17462,happy
17470,sadness
17484,happy
17485,happy
17494,happy
17498,sadness
17506,happy
17524,sadness
17541,happy
17543,sadness
17552,sadness
17609,happy
17624,happy
17654,happy
1768,happy
17682,happy
17684,happy
17692,sadness
17694,sadness
17698,sadness
1770,sadness
17715,sadness
17772,happy
17799,happy
17802,sadness
17821,happy
1787,happy
17904,sadness
1793,happy
17936,sadness
18016,sadness
18018,happy
18025,happy
18033,sadness
18037,happy
18080,sadness
18082,sadness
1815,happy
18165,happy
18173,happy
18205,happy
18226,happy
18237,happy
18245,happy
18249,sadness
18250,happy
18256,happy
18259,happy
18297,happy
18308,happy
18383,sadness
18405,happy
18424,sadness
18425,happy
18442,sadness
18443,happy
18471,happy
18476,happy
18483,happy
18487,sadness
18503,happy
18505,sadness
18531,sadness
18541,happy
18556,happy
18568,sadness
18578,sadness
18655,happy
18662,sadness
1869,happy
187,sadness
18700,happy
18729,happy
18783,sadness
18822,happy
18827,happy
18834,sadness
18835,happy
18849,happy
18861,sadness
1887,sadness
18873,happy
18885,sadness
18898,happy
18904,happy
18930,happy
18944,happy
18948,happy
18952,sadness
19008,happy
19012,happy
19025,happy
19056,happy
19062,happy
19063,sadness
19074,happy
19105,happy
19127,sadness
19130,happy
19132,sadness
19137,sadness
19148,happy
19160,sadness
19162,sadness
1919,happy
192,happy
1920,happy
19210,happy
19245,happy
19263,sadness
19269,happy
19284,sadness
19291,happy
19317,happy
19318,sadness
19323,happy
19346,sadness
19357,happy
19370,sadness
19377,happy
19378,sadness
1938,sadness
19398,happy
19402,happy
19438,happy
19449,happy
19478,sadness
19492,sadness
19496,sadness
19499,happy
19514,happy
1953,sadness
19536,sadness
19548,sadness
19568,happy
19589,happy
19597,happy
196,sadness
19600,happy
19605,happy
19668,sadness
19680,sadness
19696,happy
19700,happy
19709,sadness
19711,sadness
1974,sadness
19744,happy
19747,sadness
19748,sadness
19768,sadness
19803,sadness
19837,sadness
19883,happy
19889,happy
19918,sadness
19957,happy
19958,happy
19962,sadness
19968,happy
2001,sadness
20023,happy
20025,happy
20032,sadness
20039,sadness
20048,sadness
20091,sadness
20111,sadness
2012,sadness
20120,sadness
20122,sadness
20140,happy
20155,happy
20165,happy
20181,sadness
20196,happy
20208,happy
20213,sadness
20216,sadness
20218,sadness
20229,sadness
20239,sadness
20252,sadness
20267,sadness
20285,happy
20296,happy
20318,happy
20355,happy
20365,sadness
20371,happy
20377,happy
20412,happy
20430,sadness
20445,happy
20490,happy
20500,happy
20507,sadness
20519,sadness
20547,happy
20561,happy
20567,happy
2058,happy
20580,sadness
20595,happy
20616,happy
2064,happy
20666,sadness
20675,happy
20684,sadness
20685,happy
2069,happy
20745,happy
20821,sadness
20829,happy
20850,sadness
20857,happy
20865,happy
20866,happy
20889,happy
20918,sadness
20941,sadness
20945,happy
20949,happy
20958,happy
20972,happy
20984,happy
20988,happy
20994,happy
210,happy
21006,sadness
21027,happy
21033,sadness
21077,happy
21097,happy
21098,happy
21120,happy
21143,sadness
21177,sadness
21185,happy
2120,happy
21200,happy
2122,sadness
21235,happy
21292,sadness
213,happy
